CustomerID,Recency,Frequency,Monetary,AvgPurchaseValue,PurchaseVariability
12346.0,325,1,77183.6,77183.6,0.0
12347.0,1,7,4310.0,615.7142857142857,341.07078946836157
12348.0,74,4,1797.24,449.31,301.1599183158343
12349.0,18,1,1757.55,1757.55,0.0
12350.0,309,1,334.4,334.4,0.0
12352.0,35,8,2506.04,313.255,230.5931599778524
12353.0,203,1,89.0,89.0,0.0
12354.0,231,1,1079.4,1079.4,0.0
12355.0,213,1,459.4,459.4,0.0
12356.0,22,3,2811.43,937.1433333333333,1174.8942498937226
12357.0,32,1,6207.67,6207.67,0.0
12358.0,1,2,1168.06,584.03,140.2475589805399
12359.0,57,4,6372.58,1593.145,1005.9421883488135
12360.0,51,3,2662.06,887.3533333333334,306.0543908087798
12361.0,286,1,189.9,189.9,0.0
12362.0,2,10,5226.23,522.6229999999999,166.0505879443571
12363.0,109,2,552.0,276.0,32.668333290818495
12364.0,7,4,1313.1,328.275,223.8464428278159
12365.0,290,2,641.38,320.69,0.0
12367.0,3,1,168.9,168.9,0.0
12370.0,50,4,3545.69,886.4225,545.1848093001736
12371.0,44,2,1887.96,943.98,825.8724361546401
12372.0,71,3,1298.04,432.68,72.3466847892839
12373.0,310,1,364.6,364.6,0.0
12374.0,24,1,742.9300000000001,742.9300000000001,0.0
12375.0,10,2,457.5,228.75,2.1920310216782832
12377.0,314,2,1628.12,814.06,265.10847440246033
12378.0,129,1,4008.62,4008.62,0.0
12379.0,81,2,852.24,426.12,47.68728132322072
12380.0,21,4,2724.81,681.2025,252.02131541796226
12381.0,4,5,1845.31,369.062,530.5532164825693
12383.0,184,5,1850.56,370.11199999999997,253.75093806723163
12384.0,28,2,585.27,292.635,0.07778174593052987
12386.0,337,2,401.9,200.95,81.95367593952083
12388.0,15,6,2780.66,463.4433333333333,327.1524836321233
12390.0,79,1,549.84,549.84,0.0
12391.0,21,1,460.89,460.89,0.0
12393.0,71,4,1582.6000000000001,395.65000000000003,151.42475579199942
12394.0,63,2,1272.48,636.24,360.8507325751189
12395.0,18,12,3018.63,251.5525,74.69311385139987
12397.0,35,2,2409.9,1204.95,13.944145724998656
12398.0,45,1,1635.6599999999999,1635.6599999999999,0.0
12399.0,118,4,1108.65,277.1625,150.35819196727084
12401.0,302,1,84.3,84.3,0.0
12402.0,322,1,225.6,225.6,0.0
12403.0,49,1,427.7,427.7,0.0
12405.0,148,1,1710.39,1710.39,0.0
12406.0,21,2,3415.3,1707.65,122.1880517890353
12407.0,49,5,1708.1200000000001,341.624,214.995322925872
12408.0,32,5,2888.55,577.71,286.6105120193605
12409.0,78,3,11072.67,3690.89,3262.336652017998
12410.0,308,2,693.3299999999999,346.66499999999996,394.0918223586985
12412.0,74,3,1226.88,408.96000000000004,93.57361380218249
12413.0,66,3,758.1,252.70000000000002,203.7007056934266
12414.0,216,3,562.41,187.47,48.29698437790916
12415.0,23,21,124914.53,5948.310952380953,7774.349436419039
12417.0,2,9,3649.1,405.4555555555555,81.78530783568515
12418.0,112,1,668.58,668.58,0.0
12420.0,63,1,600.39,600.39,0.0
12421.0,15,4,807.04,201.76,40.076354624641205
12422.0,95,3,803.5600000000001,267.85333333333335,137.20547559530317
12423.0,0,8,1859.31,232.41375,83.74813634386993
12424.0,162,2,1760.96,880.48,828.5028733806541
12425.0,77,1,777.2,777.2,0.0
12426.0,194,1,582.73,582.73,0.0
12427.0,21,3,825.8,275.26666666666665,32.51285489361604
12428.0,25,9,7956.46,884.0511111111111,768.3008857284436
12429.0,8,4,3750.4,937.6,367.0537294002973
12430.0,42,1,256.4,256.4,0.0
12431.0,35,15,6487.45,432.49666666666667,163.1702765591238
12432.0,42,5,5059.32,1011.8639999999999,1087.3683086608694
12433.0,0,7,13375.87,1910.8385714285716,966.506920261974
12434.0,84,2,806.14,403.07,165.20842835642495
12435.0,79,2,7829.89,3914.945,90.57330760218497
12436.0,99,1,509.01,509.01,0.0
12437.0,1,18,4951.41,275.0783333333333,158.14167405693354
12438.0,13,2,2906.85,1453.425,796.704281430695
12441.0,366,1,173.55,173.55,0.0
12442.0,2,1,172.06,172.06,0.0
12444.0,20,5,5005.46,1001.092,506.5277346503349
12445.0,21,1,133.4,133.4,0.0
12446.0,57,1,1002.3100000000001,1002.3100000000001,0.0
12447.0,242,1,476.49,476.49,0.0
12448.0,43,1,449.45,449.45,0.0
12449.0,21,4,4067.29,1016.8225,253.78231845093808
12450.0,155,2,197.88,98.94,4.157787873376896
12451.0,10,5,9035.52,1807.104,1148.3161166812906
12452.0,16,2,430.57,215.285,191.32188178564417
12453.0,133,1,707.09,707.09,0.0
12454.0,55,1,3528.34,3528.34,0.0
12455.0,72,6,2466.86,411.1433333333334,632.4667106391188
12456.0,43,3,3181.04,1060.3466666666666,229.723345425173
12457.0,65,7,2363.23,337.6042857142857,253.38797319901505
12458.0,70,2,947.4,473.7,44.94370701221694
12461.0,93,2,826.88,413.44,301.8497427529134
12462.0,18,2,1189.59,594.795,236.61914218845442
12463.0,52,4,1344.78,336.195,27.298125088242475
12464.0,9,8,1212.05,151.50625,82.31924110046899
12465.0,16,2,742.1899999999999,371.09499999999997,98.77574626394885
12468.0,187,2,729.5400000000001,364.77000000000004,203.9013114229529
12471.0,1,30,19824.05,660.8016666666666,618.3191045813074
12472.0,31,7,6572.11,938.8728571428571,494.6683528289193
12473.0,28,5,3938.5499999999997,787.7099999999999,617.7270940310129
12474.0,16,18,7375.79,409.7661111111111,257.3994602384507
12475.0,53,1,723.38,723.38,0.0
12476.0,15,11,6816.42,619.6745454545454,527.3353669983389
12477.0,22,6,13219.74,2203.29,1132.6246460323912
12478.0,3,1,680.99,680.99,0.0
12479.0,10,1,527.2,527.2,0.0
12480.0,27,4,3281.63,820.4075,239.10279761014914
12481.0,22,10,5596.32,559.632,392.2165934446595
12483.0,16,8,2484.98,310.6225,175.47566658738106
12484.0,32,6,4541.72,756.9533333333334,508.35882621104025
12488.0,9,3,1298.66,432.8866666666667,189.83366570061628
12489.0,335,1,334.93,334.93,0.0
12490.0,4,10,5417.93,541.793,233.69165601278962
12491.0,38,1,460.40000000000003,460.40000000000003,0.0
12492.0,62,2,263.21000000000004,131.60500000000002,7.375123727775666
12493.0,165,2,433.74,216.87,22.10415797989147
12494.0,15,7,1246.1000000000001,178.01428571428573,130.70073652650711
12497.0,81,1,1043.1,1043.1,0.0
12498.0,20,3,403.70000000000005,134.5666666666667,108.65358177866634
12500.0,22,11,4257.82,387.07454545454544,299.25113531492696
12501.0,336,1,2169.39,2169.39,0.0
12502.0,95,5,3723.87,744.774,218.02465830726575
12504.0,17,2,482.04999999999995,241.02499999999998,294.68675105949364
12506.0,232,1,73.5,73.5,0.0
12507.0,133,3,1304.81,434.93666666666667,382.69844921730913
12508.0,25,2,398.27,199.135,107.55801248628575
12509.0,283,1,176.5,176.5,0.0
12510.0,142,2,982.5699999999999,491.28499999999997,268.3682366637304
12512.0,65,2,138.03,69.015,75.39879607792156
12513.0,112,1,612.29,612.29,0.0
12514.0,266,1,1017.68,1017.68,0.0
12515.0,352,1,383.7,383.7,0.0
12516.0,77,2,1312.06,656.03,102.99717374763253
12517.0,27,5,2502.84,500.56800000000004,296.19690894740955
12518.0,0,5,2056.89,411.378,89.76072259067438
12519.0,63,1,340.84,340.84,0.0
12520.0,78,5,2634.26,526.8520000000001,287.3901053794302
12521.0,142,1,599.68,599.68,0.0
12522.0,38,2,192.72,96.36,9.842926394116732
12523.0,18,11,1789.77,162.70636363636365,50.91167494253697
12524.0,8,8,4485.72,560.715,327.584885051624
12526.0,0,3,1316.66,438.8866666666667,140.12961190745278
12527.0,81,3,348.71000000000004,116.23666666666668,46.49508827105648
12528.0,8,6,1933.48,322.24666666666667,95.31998419359222
12530.0,59,4,1662.28,415.57,21.808559481695873
12531.0,14,1,125.22,125.22,0.0
12532.0,29,1,349.83000000000004,349.83000000000004,0.0
12534.0,130,1,1089.18,1089.18,0.0
12535.0,91,2,716.35,358.175,18.773685040502826
12536.0,42,3,12601.830000000002,4200.610000000001,68.50260943934894
12538.0,28,1,363.95,363.95,0.0
12539.0,21,4,5568.35,1392.0875,374.12686354363797
12540.0,19,17,13400.24,788.2494117647059,395.3832688270741
12541.0,29,3,981.18,327.06,111.37598125269197
12544.0,35,1,372.7,372.7,0.0
12545.0,74,2,1000.39,500.195,180.95569637344934
12546.0,46,2,1161.5,580.75,253.78062376785192
12547.0,197,2,207.79999999999998,103.89999999999999,78.48885271170678
12548.0,165,1,95.19999999999999,95.19999999999999,0.0
12550.0,78,1,964.83,964.83,0.0
12551.0,357,1,168.0,168.0,0.0
12552.0,38,2,437.82,218.91,139.87986345432282
12553.0,7,10,3692.28,369.228,181.02544559014652
12556.0,49,2,603.71,301.855,15.619988796410837
12557.0,15,5,11990.960000000001,2398.192,1589.420208415635
12558.0,7,1,269.96,269.96,0.0
12559.0,310,2,561.71,280.855,290.27440474488964
12560.0,4,3,2134.01,711.3366666666667,574.276443042315
12561.0,302,1,238.85,238.85,0.0
12562.0,7,7,3781.7400000000002,540.2485714285715,104.15321925390677
12564.0,260,1,456.9,456.9,0.0
12565.0,288,1,145.92,145.92,0.0
12566.0,85,1,351.65,351.65,0.0
12567.0,22,10,9401.28,940.128,527.6253193276035
12569.0,1,32,4124.69,128.8965625,76.1222492848807
12571.0,39,2,519.61,259.805,16.199816356983792
12572.0,8,2,1020.42,510.21,31.862231560265855
12573.0,226,1,160.54000000000002,160.54000000000002,0.0
12574.0,315,1,218.45,218.45,0.0
12576.0,35,5,1315.83,263.166,80.57712628283537
12577.0,34,3,657.8,219.26666666666665,99.02648955372159
12578.0,20,2,2794.51,1397.255,298.9718181534844
12579.0,77,1,440.42,440.42,0.0
12580.0,246,1,415.7,415.7,0.0
12581.0,39,1,197.71,197.71,0.0
12582.0,238,2,511.36,255.68,71.44606917108875
12583.0,2,15,7281.38,485.42533333333336,210.95437319364535
12584.0,3,9,2338.15,259.7944444444445,142.96583063018164
12585.0,233,2,2040.1,1020.05,343.3710529441874
12586.0,16,1,196.94000000000003,196.94000000000003,0.0
12587.0,7,1,144.0,144.0,0.0
12588.0,38,1,214.89999999999998,214.89999999999998,0.0
12589.0,28,2,646.68,323.34,271.3027298056546
12590.0,210,2,9864.26,4932.13,6235.451444266085
12591.0,316,1,452.84999999999997,452.84999999999997,0.0
12592.0,91,2,437.6,218.8,18.384776310850235
12593.0,108,3,418.09999999999997,139.36666666666665,83.85143608390577
12594.0,37,10,3338.2200000000003,333.822,262.2933573437701
12596.0,50,2,618.27,309.135,55.41595844158973
12597.0,18,4,3811.22,952.805,865.51790855726
12598.0,9,8,3023.08,377.885,223.83666940746903
12599.0,28,7,1032.58,147.51142857142855,43.042399030324916
12600.0,28,10,2599.04,259.904,110.82406279023223
12601.0,189,5,577.0600000000001,115.412,30.536367170965185
12602.0,58,1,153.12,153.12,0.0
12603.0,21,1,739.1999999999999,739.1999999999999,0.0
12604.0,78,2,254.18,127.09,72.70471924160081
12607.0,59,1,1579.51,1579.51,0.0
12609.0,77,3,1126.85,375.6166666666666,120.32900412341708
12610.0,22,5,2099.54,419.908,311.05414250577024
12611.0,51,1,1193.32,1193.32,0.0
12612.0,73,1,704.0400000000001,704.0400000000001,0.0
12613.0,56,5,3344.38,668.876,745.2814280726443
12614.0,277,1,315.6,315.6,0.0
12615.0,1,4,2291.19,572.7975,105.54242602700899
12616.0,94,2,713.3,356.65,142.90628047780126
12617.0,28,1,355.53,355.53,0.0
12618.0,21,1,177.31,177.31,0.0
12619.0,15,9,3641.24,404.5822222222222,147.40336612318066
12620.0,14,3,1339.41,446.47,100.38589691784395
12621.0,1,20,13689.67,684.4835,317.86230905642805
12622.0,231,1,180.1,180.1,0.0
12623.0,275,1,305.1,305.1,0.0
12624.0,105,2,641.13,320.565,29.168154723945086
12625.0,211,2,2683.82,1341.91,529.9199639568222
12626.0,22,9,6620.48,735.6088888888888,464.01996760496314
12627.0,10,7,4478.53,639.79,344.7081025544173
12628.0,3,3,786.46,262.15333333333336,62.907100023235344
12630.0,9,2,1270.88,635.44,93.83306986345485
12631.0,56,1,640.5,640.5,0.0
12633.0,58,4,2163.98,540.995,392.9276770178791
12635.0,89,2,1689.18,844.59,227.61767286394968
12637.0,66,8,6021.9,752.7375,564.0919565549575
12638.0,32,1,671.69,671.69,0.0
12639.0,238,1,486.1,486.1,0.0
12640.0,23,3,1174.58,391.52666666666664,347.23325479183785
12641.0,114,1,185.9,185.9,0.0
12642.0,24,3,1013.26,337.75333333333333,40.08007027605281
12643.0,127,6,3344.64,557.4399999999999,397.0997216820984
12644.0,129,1,477.91,477.91,0.0
12645.0,33,4,1775.18,443.795,60.05204936830498
12646.0,4,2,1346.97,673.485,82.31430039792593
12647.0,21,12,3722.82,310.235,132.3069174650022
12648.0,154,1,318.05,318.05,0.0
12649.0,106,3,623.51,207.83666666666667,181.18740859489475
12650.0,2,1,314.44,314.44,0.0
12651.0,334,1,114.0,114.0,0.0
12652.0,330,1,919.98,919.98,0.0
12653.0,148,2,2209.85,1104.925,460.7861339602137
12654.0,10,5,601.98,120.396,51.728138667460286
12656.0,16,5,4051.17,810.234,303.4013415098884
12657.0,10,4,1643.18,410.795,252.75934819507665
12658.0,18,1,686.05,686.05,0.0
12659.0,29,1,91.68,91.68,0.0
12660.0,10,1,245.1,245.1,0.0
12662.0,0,11,3849.78,349.98,120.7732968002447
12664.0,7,9,4881.88,542.4311111111111,225.13576839567517
12665.0,324,1,63.0,63.0,0.0
12667.0,57,1,620.13,620.13,0.0
12668.0,11,4,3807.15,951.7875,401.4337216673091
12669.0,150,3,2744.0299999999997,914.6766666666666,383.8628734761064
12670.0,9,5,2996.05,599.21,119.7778047052124
12672.0,329,1,225.89999999999998,225.89999999999998,0.0
12673.0,4,2,610.52,305.26,119.3030561217943
12674.0,38,4,1970.6,492.65,99.49127465930535
12676.0,24,6,1331.39,221.89833333333334,143.31631343523551
12678.0,41,12,17628.46,1469.0383333333332,2531.2272383419554
12679.0,58,4,1113.02,278.255,343.9746747945261
12680.0,0,4,862.81,215.7025,85.14243218474165
12681.0,14,22,13787.54,626.7063636363637,261.7257782224502
12682.0,3,31,12288.22,396.3941935483871,194.51694201747046
12683.0,3,15,8476.57,565.1046666666666,342.4066201351559
12684.0,7,7,2283.63,326.23285714285714,177.20598773877873
12685.0,27,6,2863.08,477.18,305.61245943187595
12686.0,371,1,89.14,89.14,0.0
12688.0,113,1,4873.8099999999995,4873.8099999999995,0.0
12689.0,25,2,1247.61,623.805,159.48793449662577
12690.0,205,1,389.01,389.01,0.0
12691.0,27,6,1035.8,172.63333333333333,85.52778885641011
12693.0,126,4,855.91,213.9775,35.17688386331759
12694.0,69,2,869.67,434.835,6.597306268470497
12695.0,6,4,582.1,145.525,75.17247390723105
12697.0,28,3,957.59,319.19666666666666,86.00547792631194
12700.0,7,4,4939.99,1234.9975,197.2124978079905
12701.0,79,2,797.71,398.855,87.36304281559794
12702.0,19,1,219.0,219.0,0.0
12703.0,70,1,283.55,283.55,0.0
12704.0,6,8,2340.84,292.605,155.47956824887683
12705.0,14,9,6868.29,763.1433333333333,403.49792648166124
12707.0,291,1,603.42,603.42,0.0
12708.0,29,10,2712.91,271.291,107.9020702561149
12709.0,14,15,9736.52,649.1013333333334,327.625494666148
